"filename", "language", "TypeScript", "JSON with Comments", "JSON", "Markdown", "HTML", "JavaScript", "YAML", "Properties", "XML", "CSS", "MS SQL", "TypeScript JSX", "comment", "blank", "total"
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\pages\games\ElectroMagnetGamePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 225, 61, 15, 301
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\pages\games\MagnetGamePage.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 237, 87, 28, 352
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\router\PrivateRoute.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 12, 5, 7, 24
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\router\index.tsx", "TypeScript JSX", 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 58, 0, 3, 61
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\router\routes.ts", "TypeScript", 8, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 9
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\setupTests.ts", "TypeScript", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\store\index.ts", "TypeScript", 10, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 9, 4, 23
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\store\rootReducer.ts", "TypeScript", 15, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 3, 19
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\styles\GameQuizPage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 57, 0, 0, 6, 10, 73
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\styles\HomePage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 238, 0, 0, 2, 40, 280
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\styles\LevelSelectPage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 148, 0, 0, 3, 24, 175
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\styles\MagnetGamePage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 273, 0, 0, 2, 45, 320
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\styles\SandboxPage.css", "CSS", 0, 0, 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 2, 20, 155
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\utils\engine-utils.ts", "TypeScript", 33, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 5, 40
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\utils\grid-utils.ts", "TypeScript", 66, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 18, 12, 96
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\utils\helpers.ts", "TypeScript", 65, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 33, 15, 113
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\utils\idGenerator.ts", "TypeScript", 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\jimzord12\GitHub\edu-game-magnetism\src\vite-env.d.ts", "TypeScript", 6, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 2, 10
"c:\Users\jimzord12\GitHub\edu-game-magnetism\tsconfig.app.json", "JSON", 0, 0, 38, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 45
"c:\Users\jimzord12\GitHub\edu-game-magnetism\tsconfig.json", "JSON with Comments", 0, 7, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 8
"c:\Users\jimzord12\GitHub\edu-game-magnetism\tsconfig.node.json", "JSON", 0, 0, 20, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 3, 25
"c:\Users\jimzord12\GitHub\edu-game-magnetism\vite.config.ts", "TypeScript", 53, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 56
"Total", "-", 5502, 646, 10457, 1444, 39, 28, 45, 3, 2, 1255, 33, 1646, 1095, 2481, 24676
